ref_id,original_authors,original_year,original_title,pub_title,journal_abbrev,volume,doi_extracted,doi_final,lang,pub_title_en,source_type,author_count,is_complete,flags
REF-00701,Unknown (PMC12673401),2025,"Effectiveness of sensory integration-based intervention in autistic children, focusing on Chinese ch","Effectiveness of sensory integration-based intervention in autistic children, fo",,,,10.3389/fpsyt.2025.1623149,en,,journal_article,1,1,
REF-00702,Korean OT researchers (KCI/Korea Science),2022,Systematic review of SI intervention methods for ASD children in Korea (국내 자폐스펙트럼장애 아동 감각통합 중재방법),Systematic review of SI intervention methods for ASD children in Korea (국내 자폐스펙트,,,,10.18064/jkasi.2022.20.3.48,ko,,standard,2,1,NEEDS_TRANSLATION
REF-00703,"McKee, Harris, Rice & Silk",2007,Effect of Snoezelen rooms on disturbing behaviour in persons with autism (cited in VISS Skanderborg ,Effect of Snoezelen rooms on disturbing behaviour in persons with autism (cited ,,,,10.1016/j.ridd.2006.04.001,en,,journal_article,2,1,
REF-00704,"Lotan, M. & Gold, C.",2009,Meta-analysis of Snoezelen for persons with intellectual disabilities,Meta-analysis of Snoezelen for persons with intellectual disabilities,,,,10.1080/13668250903080106,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00710,"Tola, G., Talu, V., Congiu, T., Bain, P. & Lindert, J.",2021,Built Environment Design and People with Autism Spectrum Disorder (ASD): A Scoping Review. Int J Env,Built Environment Design and People with Autism Spectrum Disorder (ASD),Int J Environ Res Public Health,18,,10.3390/ijerph18063203,en,,standard,2,1,
REF-00711,"Abdelmoula, E., Bouayed Abdelmoula, N. & Abdelmoula, B.",2024,Guidelines of inclusive architecture design for autism spectrum disorder: What is new? European Psyc,Guidelines of inclusive architecture design for autism spectrum disorder,,,,10.1192/j.eurpsy.2024.272,en,,journal_article,2,1,
REF-00712,"Bates, C., Imrie, R., Kullman, K. (eds.)",2016,Care and Design,Care and Design,,,,10.1002/9781119053484,en,,standard,3,1,
REF-00713,"Barakat, H., Bakr, A., El-Sayad, Z.",2019,Nature as a healer for autistic children,Nature as a healer for autistic children,,,,10.1016/j.aej.2018.10.014,en,,,3,1,SOURCE_TYPE_UNKNOWN
REF-00714,"Mostafa, M.",2010,Housing Adaptation for Adults with Autistic Spectrum Disorder,Housing Adaptation for Adults with Autistic Spectrum Disorder,,,,10.1108/OHI-01-2010-B0004,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00715,"Piller, A., Pfeiffer, B.",2016,The Sensory Environment and Participation of Preschool Children With Autism Spectrum Disorder,The Sensory Environment and Participation of Preschool Children With Autism Spec,,,,10.1177/1539449216665116,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00716,"MCALLISTER, K., MAGUIRE, B.",2012,Design considerations for the autism spectrum disorder‐friendly Key Stage 1 classroom,Design considerations for the autism spectrum disorder‐friendly Key Stage 1 clas,,,,10.1111/j.1467-9604.2012.01525.x,en,,,1,1,SOURCE_TYPE_UNKNOWN
REF-00717,"McAllister, K., Sloan, S.",2016,"Designed by the pupils, for the pupils: an autism‐friendly school","Designed by the pupils, for the pupils",,,,10.1111/1467-8578.12160,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00718,"Deochand, N., Conway, A., Fuqua, R.",2015,Design Considerations for an Intensive Autism Treatment Centre,Design Considerations for an Intensive Autism Treatment Centre,,,,10.1111/1467-9604.12103,en,,standard,3,1,
REF-00719,"Kanakri, S., Shepley, M., Varni, J., Tassinary, L.",2017,Noise and autism spectrum disorder in children: An exploratory survey,Noise and autism spectrum disorder in children,,,,10.1016/j.ridd.2017.02.004,en,,,4,1,SOURCE_TYPE_UNKNOWN
REF-00720,"Nagib, W., Williams, A.",2018,Creating “therapeutic landscapes” at home: The experiences of families of children with autism,Creating “therapeutic landscapes” at home,,,,10.1016/j.healthplace.2018.05.001,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00721,"Tufvesson, C., Tufvesson, J.",2008,The building process as a tool towards an all-inclusive school. A Swedish example focusing on childr,The building process as a tool towards an all-inclusive school. A Swedish exampl,,,,10.1007/s10901-008-9129-6,en,,,2,1,SOURCE_TYPE_UNKNOWN
REF-00722,"Kinnealey, M., Pfeiffer, B., Miller, J., Roan, C., Shoener, R.",2012,Effect of Classroom Modification on Attention and Engagement of Students With Autism or Dyspraxia,Effect of Classroom Modification on Attention and Engagement of Students With Au,,,,10.5014/ajot.2012.004010,en,,,5,1,SOURCE_TYPE_UNKNOWN
REF-00723,"Mostafa, M.",2018,DESIGNING FOR AUTISM: AN ASPECTSS™ POST-OCCUPANCY EVALUATION OF LEARNING ENVIRONMENTS,DESIGNING FOR AUTISM,,,,10.26687/archnet-ijar.v12i3.1589,ro,,standard,1,1,NEEDS_TRANSLATION
REF-00724,"Mostafa, M.",2014,ARCHITECTURE FOR AUTISM:  Autism ASPECTSS™ in School Design,ARCHITECTURE FOR AUTISM,,,,10.26687/archnet-ijar.v8i1.314,ro,,standard,1,1,NEEDS_TRANSLATION
REF-00725,"Mostafa, M., Sotelo, M., Honsberger, T., Honsberger, C., Brooker Lozott, E.",2023,The impact of ASPECTSS-based design intervention in autism school design: a case study,The impact of ASPECTSS-based design intervention in autism school design,,,,10.1108/arch-11-2022-0258,en,,standard,5,1,
